gene_id	module_no	colors
ENSG00000000003	3	brown
ENSG00000000005	2	blue
ENSG00000000419	11	greenyellow
ENSG00000000457	13	salmon
ENSG00000000460	1	turquoise
ENSG00000000938	1	turquoise
ENSG00000000971	17	grey60
ENSG00000001036	8	pink
ENSG00000001084	1	turquoise
ENSG00000001167	1	turquoise
ENSG00000001460	4	yellow
ENSG00000001461	5	green
ENSG00000001497	1	turquoise
ENSG00000001561	2	blue
ENSG00000001617	1	turquoise
ENSG00000001626	4	yellow
ENSG00000001629	1	turquoise
ENSG00000001630	7	black
ENSG00000001631	1	turquoise
ENSG00000002016	22	darkgreen
ENSG00000002330	2	blue
ENSG00000002549	25	orange
ENSG00000002586	13	salmon
ENSG00000002587	12	tan
ENSG00000002726	2	blue
ENSG00000002822	1	turquoise
ENSG00000002834	19	lightyellow
ENSG00000002919	2	blue
ENSG00000002933	3	brown
ENSG00000003056	3	brown
ENSG00000003096	1	turquoise
ENSG00000003137	7	black
ENSG00000003147	23	darkturquoise
ENSG00000003249	1	turquoise
ENSG00000003393	1	turquoise
ENSG00000003400	4	yellow
ENSG00000003402	6	red
ENSG00000003436	17	grey60
ENSG00000003509	1	turquoise
ENSG00000003756	6	red
ENSG00000003989	25	orange
ENSG00000004059	2	blue
ENSG00000004139	1	turquoise
ENSG00000004142	2	blue
ENSG00000004399	1	turquoise
ENSG00000004455	2	blue
ENSG00000004468	4	yellow
ENSG00000004478	14	cyan
ENSG00000004487	1	turquoise
ENSG00000004534	1	turquoise
ENSG00000004660	1	turquoise
ENSG00000004700	1	turquoise
ENSG00000004766	13	salmon
ENSG00000004776	7	black
ENSG00000004777	1	turquoise
ENSG00000004779	2	blue
ENSG00000004799	4	yellow
ENSG00000004864	19	lightyellow
ENSG00000004866	10	purple
ENSG00000004897	1	turquoise
ENSG00000004961	2	blue
ENSG00000004975	1	turquoise
ENSG00000005001	10	purple
ENSG00000005007	1	turquoise
ENSG00000005020	7	black
ENSG00000005022	2	blue
ENSG00000005059	15	midnightblue
ENSG00000005073	1	turquoise
ENSG00000005075	3	brown
ENSG00000005100	1	turquoise
ENSG00000005102	4	yellow
ENSG00000005108	1	turquoise
ENSG00000005156	1	turquoise
ENSG00000005175	1	turquoise
ENSG00000005187	2	blue
ENSG00000005189	24	darkgrey
ENSG00000005194	3	brown
ENSG00000005206	1	turquoise
ENSG00000005238	4	yellow
ENSG00000005243	11	greenyellow
ENSG00000005249	4	yellow
ENSG00000005302	15	midnightblue
ENSG00000005339	1	turquoise
ENSG00000005379	1	turquoise
ENSG00000005436	8	pink
ENSG00000005448	10	purple
ENSG00000005469	14	cyan
ENSG00000005471	25	orange
ENSG00000005483	7	black
ENSG00000005486	2	blue
ENSG00000005513	7	black
ENSG00000005700	19	lightyellow
ENSG00000005801	15	midnightblue
ENSG00000005810	1	turquoise
ENSG00000005812	2	blue
ENSG00000005844	9	magenta
ENSG00000005882	2	blue
ENSG00000005884	7	black
ENSG00000005889	1	turquoise
ENSG00000005893	16	lightcyan
ENSG00000006007	2	blue
ENSG00000006015	3	brown
ENSG00000006025	4	yellow
ENSG00000006042	3	brown
ENSG00000006047	7	black
ENSG00000006062	9	magenta
ENSG00000006118	1	turquoise
ENSG00000006125	24	darkgrey
ENSG00000006194	8	pink
ENSG00000006210	1	turquoise
ENSG00000006282	2	blue
ENSG00000006327	1	turquoise
ENSG00000006432	9	magenta
ENSG00000006451	20	royalblue
ENSG00000006453	7	black
ENSG00000006459	7	black
ENSG00000006468	10	purple
ENSG00000006530	8	pink
ENSG00000006534	5	green
ENSG00000006555	4	yellow
ENSG00000006576	7	black
ENSG00000006607	7	black
ENSG00000006611	13	salmon
ENSG00000006625	1	turquoise
ENSG00000006634	23	darkturquoise
ENSG00000006638	9	magenta
ENSG00000006652	3	brown
ENSG00000006695	4	yellow
ENSG00000006704	1	turquoise
ENSG00000006712	2	blue
ENSG00000006715	8	pink
ENSG00000006740	4	yellow
ENSG00000006744	11	greenyellow
ENSG00000006747	4	yellow
ENSG00000006756	4	yellow
ENSG00000006757	3	brown
ENSG00000006831	14	cyan
ENSG00000006837	11	greenyellow
ENSG00000007047	1	turquoise
ENSG00000007062	12	tan
ENSG00000007080	16	lightcyan
ENSG00000007129	4	yellow
ENSG00000007168	19	lightyellow
ENSG00000007171	12	tan
ENSG00000007202	13	salmon
ENSG00000007216	2	blue
ENSG00000007237	7	black
ENSG00000007255	3	brown
ENSG00000007264	4	yellow
ENSG00000007306	4	yellow
ENSG00000007312	4	yellow
ENSG00000007341	1	turquoise
ENSG00000007372	30	steelblue
ENSG00000007376	2	blue
ENSG00000007384	29	saddlebrown
ENSG00000007392	1	turquoise
ENSG00000007402	12	tan
ENSG00000007516	18	lightgreen
ENSG00000007520	3	brown
ENSG00000007541	1	turquoise
ENSG00000007545	1	turquoise
ENSG00000007866	1	turquoise
ENSG00000007908	1	turquoise
ENSG00000007923	4	yellow
ENSG00000007933	1	turquoise
ENSG00000007944	8	pink
ENSG00000007952	8	pink
ENSG00000007968	6	red
ENSG00000008018	3	brown
ENSG00000008056	1	turquoise
ENSG00000008083	1	turquoise
ENSG00000008086	1	turquoise
ENSG00000008128	12	tan
ENSG00000008130	4	yellow
ENSG00000008226	12	tan
ENSG00000008256	20	royalblue
ENSG00000008277	16	lightcyan
ENSG00000008282	3	brown
ENSG00000008283	12	tan
ENSG00000008294	7	black
ENSG00000008300	1	turquoise
ENSG00000008311	1	turquoise
ENSG00000008323	14	cyan
ENSG00000008324	3	brown
ENSG00000008382	2	blue
ENSG00000008394	4	yellow
ENSG00000008405	1	turquoise
ENSG00000008441	1	turquoise
ENSG00000008513	1	turquoise
ENSG00000008516	1	turquoise
ENSG00000008517	2	blue
ENSG00000008710	1	turquoise
ENSG00000008735	29	saddlebrown
ENSG00000008838	1	turquoise
ENSG00000008853	1	turquoise
ENSG00000008869	6	red
ENSG00000008952	3	brown
ENSG00000008988	3	brown
ENSG00000009307	2	blue
ENSG00000009335	17	grey60
ENSG00000009413	7	black
ENSG00000009765	16	lightcyan
ENSG00000009780	5	green
ENSG00000009790	12	tan
ENSG00000009830	1	turquoise
ENSG00000009844	2	blue
ENSG00000009950	1	turquoise
ENSG00000009954	1	turquoise
ENSG00000010017	1	turquoise
ENSG00000010030	6	red
ENSG00000010072	26	darkorange
ENSG00000010165	1	turquoise
ENSG00000010219	5	green
ENSG00000010244	13	salmon
ENSG00000010256	2	blue
ENSG00000010270	3	brown
ENSG00000010278	2	blue
ENSG00000010292	1	turquoise
ENSG00000010295	1	turquoise
ENSG00000010310	6	red
ENSG00000010318	4	yellow
ENSG00000010319	9	magenta
ENSG00000010322	9	magenta
ENSG00000010327	6	red
ENSG00000010361	1	turquoise
ENSG00000010404	4	yellow
ENSG00000010438	2	blue
ENSG00000010539	1	turquoise
ENSG00000010610	5	green
ENSG00000010626	8	pink
ENSG00000010671	4	yellow
ENSG00000010704	13	salmon
ENSG00000010803	1	turquoise
ENSG00000010810	9	magenta
ENSG00000010818	1	turquoise
ENSG00000011007	12	tan
ENSG00000011009	2	blue
ENSG00000011021	9	magenta
ENSG00000011028	1	turquoise
ENSG00000011052	3	brown
ENSG00000011083	4	yellow
ENSG00000011105	1	turquoise
ENSG00000011114	6	red
ENSG00000011132	3	brown
ENSG00000011143	15	midnightblue
ENSG00000011198	4	yellow
ENSG00000011201	1	turquoise
ENSG00000011243	1	turquoise
ENSG00000011258	1	turquoise
ENSG00000011260	8	pink
ENSG00000011275	1	turquoise
ENSG00000011295	14	cyan
ENSG00000011304	1	turquoise
ENSG00000011347	1	turquoise
ENSG00000011376	14	cyan
ENSG00000011405	1	turquoise
ENSG00000011422	20	royalblue
ENSG00000011426	1	turquoise
ENSG00000011451	1	turquoise
ENSG00000011454	24	darkgrey
ENSG00000011465	20	royalblue
ENSG00000011478	3	brown
ENSG00000011485	1	turquoise
ENSG00000011523	1	turquoise
ENSG00000011566	1	turquoise
ENSG00000011600	2	blue
ENSG00000011638	5	green
ENSG00000012048	1	turquoise
ENSG00000012061	2	blue
ENSG00000012124	6	red
ENSG00000012171	4	yellow
ENSG00000012174	1	turquoise
ENSG00000012211	16	lightcyan
ENSG00000012223	6	red
ENSG00000012232	1	turquoise
ENSG00000012504	14	cyan
ENSG00000012660	1	turquoise
ENSG00000012779	12	tan
ENSG00000012817	9	magenta
ENSG00000012822	1	turquoise
ENSG00000012963	2	blue
ENSG00000012983	7	black
ENSG00000013016	1	turquoise
ENSG00000013275	3	brown
ENSG00000013288	4	yellow
ENSG00000013306	11	greenyellow
ENSG00000013364	4	yellow
ENSG00000013374	22	darkgreen
ENSG00000013375	8	pink
ENSG00000013392	8	pink
ENSG00000013441	15	midnightblue
ENSG00000013503	5	green
ENSG00000013523	1	turquoise
ENSG00000013561	2	blue
ENSG00000013563	3	brown
ENSG00000013573	1	turquoise
ENSG00000013583	2	blue
ENSG00000013588	14	cyan
ENSG00000013619	10	purple
ENSG00000013725	1	turquoise
ENSG00000013810	1	turquoise
ENSG00000014123	24	darkgrey
ENSG00000014138	1	turquoise
ENSG00000014164	1	turquoise
ENSG00000014216	14	cyan
ENSG00000014257	5	green
ENSG00000014641	2	blue
ENSG00000014824	2	blue
ENSG00000014914	2	blue
ENSG00000014919	2	blue
ENSG00000015133	6	red
ENSG00000015153	11	greenyellow
ENSG00000015171	17	grey60
ENSG00000015285	9	magenta
ENSG00000015413	1	turquoise
ENSG00000015475	8	pink
ENSG00000015479	8	pink
ENSG00000015532	15	midnightblue
ENSG00000015568	1	turquoise
ENSG00000015676	1	turquoise
ENSG00000016391	28	skyblue
ENSG00000016402	8	pink
ENSG00000016490	4	yellow
ENSG00000016602	4	yellow
ENSG00000016864	10	purple
ENSG00000017260	15	midnightblue
ENSG00000017427	4	yellow
ENSG00000017483	1	turquoise
ENSG00000017797	25	orange
ENSG00000018189	1	turquoise
ENSG00000018236	20	royalblue
ENSG00000018280	1	turquoise
ENSG00000018408	1	turquoise
ENSG00000018510	20	royalblue
ENSG00000018610	3	brown
ENSG00000018625	27	white
ENSG00000018699	1	turquoise
ENSG00000018869	2	blue
ENSG00000019102	5	green
ENSG00000019144	6	red
ENSG00000019169	16	lightcyan
ENSG00000019485	1	turquoise
ENSG00000019505	4	yellow
ENSG00000019549	31	paleturquoise
ENSG00000019582	4	yellow
ENSG00000019991	9	magenta
ENSG00000019995	20	royalblue
ENSG00000020129	1	turquoise
ENSG00000020181	1	turquoise
ENSG00000020256	1	turquoise
ENSG00000020426	11	greenyellow
ENSG00000020577	1	turquoise
ENSG00000020633	9	magenta
ENSG00000020922	1	turquoise
ENSG00000021300	1	turquoise
ENSG00000021355	5	green
ENSG00000021574	1	turquoise
ENSG00000021645	7	black
ENSG00000021762	14	cyan
ENSG00000021776	14	cyan
ENSG00000021826	1	turquoise
ENSG00000022267	5	green
ENSG00000022277	3	brown
ENSG00000022556	17	grey60
ENSG00000022567	7	black
ENSG00000022840	27	white
ENSG00000022976	9	magenta
ENSG00000023041	3	brown
ENSG00000023171	1	turquoise
ENSG00000023191	3	brown
ENSG00000023228	4	yellow
ENSG00000023287	1	turquoise
ENSG00000023318	2	blue
ENSG00000023330	4	yellow
ENSG00000023445	6	red
ENSG00000023516	1	turquoise
ENSG00000023572	4	yellow
ENSG00000023608	8	pink
ENSG00000023697	2	blue
ENSG00000023734	11	greenyellow
ENSG00000023839	1	turquoise
ENSG00000023892	1	turquoise
ENSG00000023902	9	magenta
ENSG00000023909	1	turquoise
ENSG00000024048	25	orange
ENSG00000024422	1	turquoise
ENSG00000024526	1	turquoise
ENSG00000024862	3	brown
ENSG00000025039	2	blue
ENSG00000025156	1	turquoise
ENSG00000025293	1	turquoise
ENSG00000025423	26	darkorange
ENSG00000025434	2	blue
ENSG00000025708	6	red
ENSG00000025770	15	midnightblue
ENSG00000025772	1	turquoise
ENSG00000025796	1	turquoise
ENSG00000025800	1	turquoise
ENSG00000026025	11	greenyellow
ENSG00000026036	1	turquoise
ENSG00000026103	2	blue
ENSG00000026297	2	blue
ENSG00000026508	1	turquoise
ENSG00000026559	4	yellow
ENSG00000026652	6	red
ENSG00000026751	5	green
ENSG00000026950	1	turquoise
ENSG00000027001	1	turquoise
ENSG00000027075	12	tan
ENSG00000027697	2	blue
ENSG00000027847	10	purple
ENSG00000027869	1	turquoise
ENSG00000028116	26	darkorange
ENSG00000028137	1	turquoise
ENSG00000028203	2	blue
ENSG00000028277	9	magenta
ENSG00000028310	1	turquoise
ENSG00000028528	2	blue
ENSG00000028839	8	pink
ENSG00000029153	10	purple
ENSG00000029363	17	grey60
ENSG00000029364	13	salmon
ENSG00000029534	1	turquoise
ENSG00000029639	11	greenyellow
ENSG00000029725	4	yellow
ENSG00000029993	1	turquoise
ENSG00000030066	1	turquoise
ENSG00000030110	4	yellow
ENSG00000030304	4	yellow
ENSG00000030419	9	magenta
ENSG00000030582	2	blue
ENSG00000031003	6	red
ENSG00000031081	9	magenta
ENSG00000031691	1	turquoise
ENSG00000031698	2	blue
ENSG00000031823	11	greenyellow
ENSG00000032219	6	red
ENSG00000032389	3	brown
ENSG00000032444	7	black
ENSG00000032742	2	blue
ENSG00000033011	3	brown
ENSG00000033030	5	green
ENSG00000033050	3	brown
ENSG00000033100	1	turquoise
ENSG00000033170	10	purple
ENSG00000033178	1	turquoise
ENSG00000033327	7	black
ENSG00000033627	7	black
ENSG00000033800	4	yellow
ENSG00000033867	1	turquoise
ENSG00000034053	1	turquoise
ENSG00000034152	14	cyan
ENSG00000034510	3	brown
ENSG00000034533	2	blue
ENSG00000034677	4	yellow
ENSG00000034693	8	pink
ENSG00000034713	2	blue
ENSG00000035115	20	royalblue
ENSG00000035141	8	pink
ENSG00000035403	7	black
ENSG00000035499	1	turquoise
ENSG00000035664	14	cyan
ENSG00000035681	15	midnightblue
ENSG00000035687	2	blue
ENSG00000035720	4	yellow
ENSG00000035862	1	turquoise
ENSG00000035928	1	turquoise
ENSG00000036054	13	salmon
ENSG00000036257	7	black
ENSG00000036448	25	orange
ENSG00000036473	4	yellow
ENSG00000036549	12	tan
ENSG00000036565	18	lightgreen
ENSG00000036672	4	yellow
ENSG00000037042	1	turquoise
ENSG00000037241	3	brown
ENSG00000037280	1	turquoise
ENSG00000037474	1	turquoise
ENSG00000037637	12	tan
ENSG00000037749	13	salmon
ENSG00000037757	16	lightcyan
ENSG00000037897	1	turquoise
ENSG00000038002	2	blue
ENSG00000038210	18	lightgreen
ENSG00000038219	1	turquoise
ENSG00000038274	2	blue
ENSG00000038295	6	red
ENSG00000038358	7	black
ENSG00000038382	1	turquoise
ENSG00000038427	1	turquoise
ENSG00000038532	1	turquoise
ENSG00000038945	2	blue
ENSG00000039068	7	black
ENSG00000039123	20	royalblue
ENSG00000039139	1	turquoise
ENSG00000039319	7	black
ENSG00000039523	1	turquoise
ENSG00000039537	2	blue
ENSG00000039560	17	grey60
ENSG00000039650	16	lightcyan
ENSG00000039987	4	yellow
ENSG00000040199	4	yellow
ENSG00000040275	1	turquoise
ENSG00000040341	2	blue
ENSG00000040487	5	green
ENSG00000040531	13	salmon
ENSG00000040608	3	brown
ENSG00000040633	2	blue
ENSG00000040933	1	turquoise
ENSG00000041353	5	green
ENSG00000041357	3	brown
ENSG00000041802	1	turquoise
ENSG00000041880	5	green
ENSG00000041982	1	turquoise
ENSG00000041988	22	darkgreen
ENSG00000042062	9	magenta
ENSG00000042088	1	turquoise
ENSG00000042286	7	black
ENSG00000042317	8	pink
ENSG00000042429	1	turquoise
ENSG00000042445	2	blue
ENSG00000042493	2	blue
ENSG00000042753	3	brown
ENSG00000042832	1	turquoise
ENSG00000042980	4	yellow
ENSG00000043039	5	green
ENSG00000043093	13	salmon
ENSG00000043143	6	red
ENSG00000043462	1	turquoise
ENSG00000043514	15	midnightblue
ENSG00000043591	12	tan
ENSG00000044012	2	blue
ENSG00000044090	1	turquoise
ENSG00000044115	6	red
ENSG00000044446	1	turquoise
ENSG00000044459	1	turquoise
ENSG00000044524	15	midnightblue
ENSG00000044574	9	magenta
ENSG00000046604	19	lightyellow
ENSG00000046647	10	purple
ENSG00000046651	7	black
ENSG00000046653	20	royalblue
ENSG00000046889	1	turquoise
ENSG00000047056	4	yellow
ENSG00000047188	7	black
ENSG00000047230	1	turquoise
ENSG00000047249	2	blue
ENSG00000047315	13	salmon
ENSG00000047346	4	yellow
ENSG00000047365	12	tan
ENSG00000047410	1	turquoise
ENSG00000047457	6	red
ENSG00000047578	7	black
ENSG00000047579	1	turquoise
ENSG00000047597	14	cyan
ENSG00000047621	3	brown
ENSG00000047634	1	turquoise
ENSG00000047644	16	lightcyan
ENSG00000047648	16	lightcyan
ENSG00000047849	1	turquoise
ENSG00000047932	19	lightyellow
ENSG00000048028	1	turquoise
ENSG00000048052	4	yellow
ENSG00000048140	2	blue
ENSG00000048162	11	greenyellow
ENSG00000048342	1	turquoise
ENSG00000048392	2	blue
ENSG00000048405	24	darkgrey
ENSG00000048462	5	green
ENSG00000048471	9	magenta
ENSG00000048540	14	cyan
ENSG00000048544	8	pink
ENSG00000048649	1	turquoise
ENSG00000048707	6	red
ENSG00000048740	12	tan
ENSG00000048828	7	black
ENSG00000048991	1	turquoise
ENSG00000049089	12	tan
ENSG00000049130	4	yellow
ENSG00000049167	3	brown
ENSG00000049192	1	turquoise
ENSG00000049239	1	turquoise
ENSG00000049245	2	blue
ENSG00000049246	7	black
ENSG00000049249	24	darkgrey
ENSG00000049283	4	yellow
ENSG00000049323	1	turquoise
ENSG00000049449	1	turquoise
ENSG00000049540	1	turquoise
ENSG00000049541	1	turquoise
ENSG00000049618	1	turquoise
ENSG00000049656	1	turquoise
ENSG00000049759	2	blue
ENSG00000049768	1	turquoise
ENSG00000049769	1	turquoise
ENSG00000049860	2	blue
ENSG00000049883	1	turquoise
ENSG00000050030	25	orange
ENSG00000050130	2	blue
ENSG00000050165	1	turquoise
ENSG00000050327	14	cyan
ENSG00000050344	1	turquoise
ENSG00000050393	26	darkorange
ENSG00000050405	4	yellow
ENSG00000050426	5	green
ENSG00000050438	1	turquoise
ENSG00000050555	9	magenta
ENSG00000050628	17	grey60
ENSG00000050730	1	turquoise
ENSG00000050748	2	blue
ENSG00000050767	7	black
ENSG00000050820	6	red
ENSG00000051009	6	red
ENSG00000051108	5	green
ENSG00000051128	1	turquoise
ENSG00000051180	23	darkturquoise
ENSG00000051341	1	turquoise
ENSG00000051382	19	lightyellow
ENSG00000051523	2	blue
ENSG00000051596	3	brown
ENSG00000051620	3	brown
ENSG00000051825	1	turquoise
ENSG00000052126	28	skyblue
ENSG00000052344	2	blue
ENSG00000052723	18	lightgreen
ENSG00000052749	1	turquoise
ENSG00000052795	4	yellow
ENSG00000052802	14	cyan
ENSG00000052841	20	royalblue
ENSG00000053254	6	red
ENSG00000053328	14	cyan
ENSG00000053371	2	blue
ENSG00000053372	1	turquoise
ENSG00000053501	3	brown
ENSG00000053524	4	yellow
ENSG00000053702	9	magenta
ENSG00000053747	14	cyan
ENSG00000053770	2	blue
ENSG00000053900	12	tan
ENSG00000053918	1	turquoise
ENSG00000054116	3	brown
ENSG00000054118	7	black
ENSG00000054148	2	blue
ENSG00000054179	1	turquoise
ENSG00000054219	7	black
ENSG00000054267	1	turquoise
ENSG00000054277	2	blue
ENSG00000054282	3	brown
ENSG00000054392	13	salmon
ENSG00000054523	7	black
ENSG00000054598	1	turquoise
ENSG00000054611	2	blue
ENSG00000054654	7	black
ENSG00000054690	6	red
ENSG00000054793	1	turquoise
ENSG00000054965	1	turquoise
ENSG00000054967	1	turquoise
ENSG00000054983	5	green
ENSG00000055044	1	turquoise
ENSG00000055070	9	magenta
ENSG00000055118	1	turquoise
ENSG00000055130	3	brown
ENSG00000055147	2	blue
ENSG00000055163	4	yellow
ENSG00000055208	19	lightyellow
ENSG00000055211	2	blue
ENSG00000055332	7	black
ENSG00000055483	1	turquoise
ENSG00000055609	1	turquoise
ENSG00000055732	12	tan
ENSG00000055917	1	turquoise
ENSG00000055950	3	brown
ENSG00000055955	9	magenta
ENSG00000056050	3	brown
ENSG00000056097	1	turquoise
ENSG00000056277	1	turquoise
ENSG00000056558	1	turquoise
ENSG00000056586	1	turquoise
ENSG00000056736	15	midnightblue
ENSG00000056972	2	blue
ENSG00000056998	11	greenyellow
ENSG00000057019	1	turquoise
ENSG00000057252	13	salmon
ENSG00000057294	4	yellow
ENSG00000057608	2	blue
ENSG00000057657	9	magenta
ENSG00000057663	3	brown
ENSG00000057704	4	yellow
ENSG00000057757	5	green
ENSG00000057935	13	salmon
ENSG00000058056	1	turquoise
ENSG00000058063	4	yellow
ENSG00000058085	7	black
ENSG00000058091	1	turquoise
ENSG00000058262	12	tan
ENSG00000058272	1	turquoise
ENSG00000058335	16	lightcyan
ENSG00000058453	1	turquoise
ENSG00000058600	1	turquoise
ENSG00000058668	1	turquoise
ENSG00000058673	24	darkgrey
ENSG00000058729	3	brown
ENSG00000058799	2	blue
ENSG00000058804	26	darkorange
ENSG00000058866	1	turquoise
ENSG00000059122	1	turquoise
ENSG00000059145	1	turquoise
ENSG00000059377	10	purple
ENSG00000059378	25	orange
ENSG00000059573	20	royalblue
ENSG00000059588	1	turquoise
ENSG00000059691	2	blue
ENSG00000059728	6	red
ENSG00000059758	9	magenta
ENSG00000059769	2	blue
ENSG00000059804	1	turquoise
ENSG00000059915	1	turquoise
ENSG00000060069	19	lightyellow
ENSG00000060138	1	turquoise
ENSG00000060140	5	green
ENSG00000060237	1	turquoise
ENSG00000060339	1	turquoise
ENSG00000060491	1	turquoise
ENSG00000060558	1	turquoise
ENSG00000060566	2	blue
ENSG00000060642	13	salmon
ENSG00000060656	1	turquoise
ENSG00000060688	15	midnightblue
ENSG00000060709	30	steelblue
ENSG00000060749	1	turquoise
ENSG00000060762	2	blue
ENSG00000060971	2	blue
ENSG00000060982	1	turquoise
ENSG00000061273	1	turquoise
ENSG00000061337	1	turquoise
ENSG00000061455	1	turquoise
ENSG00000061656	8	pink
ENSG00000061676	1	turquoise
ENSG00000061794	3	brown
ENSG00000061918	1	turquoise
ENSG00000061936	1	turquoise
ENSG00000061938	1	turquoise
ENSG00000061987	4	yellow
ENSG00000062038	10	purple
ENSG00000062194	2	blue
ENSG00000062282	1	turquoise
ENSG00000062370	8	pink
ENSG00000062485	4	yellow
ENSG00000062524	2	blue
ENSG00000062582	3	brown
ENSG00000062598	1	turquoise
ENSG00000062650	17	grey60
ENSG00000062716	11	greenyellow
ENSG00000062725	19	lightyellow
ENSG00000062822	1	turquoise
ENSG00000063046	3	brown
ENSG00000063169	7	black
ENSG00000063176	14	cyan
ENSG00000063177	3	brown
ENSG00000063180	3	brown
ENSG00000063241	2	blue
ENSG00000063244	17	grey60
ENSG00000063245	14	cyan
ENSG00000063322	4	yellow
ENSG00000063438	4	yellow
ENSG00000063587	1	turquoise
ENSG00000063601	1	turquoise
ENSG00000063660	1	turquoise
ENSG00000063761	9	magenta
ENSG00000063854	2	blue
ENSG00000063978	2	blue
ENSG00000064012	23	darkturquoise
ENSG00000064042	9	magenta
ENSG00000064102	8	pink
ENSG00000064115	2	blue
ENSG00000064199	2	blue
ENSG00000064201	18	lightgreen
ENSG00000064205	4	yellow
ENSG00000064225	8	pink
ENSG00000064270	5	green
ENSG00000064300	4	yellow
ENSG00000064309	1	turquoise
ENSG00000064313	1	turquoise
ENSG00000064393	1	turquoise
ENSG00000064419	17	grey60
ENSG00000064489	28	skyblue
ENSG00000064490	11	greenyellow
ENSG00000064545	1	turquoise
ENSG00000064547	3	brown
ENSG00000064601	2	blue
ENSG00000064607	1	turquoise
ENSG00000064651	1	turquoise
ENSG00000064652	2	blue
ENSG00000064655	17	grey60
ENSG00000064666	1	turquoise
ENSG00000064687	1	turquoise
ENSG00000064692	1	turquoise
ENSG00000064703	1	turquoise
ENSG00000064726	2	blue
ENSG00000064763	4	yellow
ENSG00000064787	4	yellow
ENSG00000064886	6	red
ENSG00000064932	1	turquoise
ENSG00000064933	1	turquoise
ENSG00000064961	2	blue
ENSG00000064989	1	turquoise
ENSG00000064995	3	brown
ENSG00000064999	17	grey60
ENSG00000065000	1	turquoise
ENSG00000065029	1	turquoise
ENSG00000065054	1	turquoise
ENSG00000065057	1	turquoise
ENSG00000065060	1	turquoise
ENSG00000065135	2	blue
ENSG00000065150	1	turquoise
ENSG00000065154	11	greenyellow
ENSG00000065183	1	turquoise
ENSG00000065243	6	red
ENSG00000065268	11	greenyellow
ENSG00000065308	1	turquoise
ENSG00000065320	9	magenta
ENSG00000065325	4	yellow
ENSG00000065328	1	turquoise
ENSG00000065357	4	yellow
ENSG00000065361	6	red
ENSG00000065413	9	magenta
ENSG00000065427	3	brown
ENSG00000065457	1	turquoise
ENSG00000065485	12	tan
ENSG00000065491	25	orange
ENSG00000065518	3	brown
ENSG00000065526	1	turquoise
ENSG00000065534	14	cyan
ENSG00000065548	3	brown
ENSG00000065559	2	blue
ENSG00000065600	1	turquoise
ENSG00000065613	7	black
ENSG00000065615	2	blue
ENSG00000065618	4	yellow
ENSG00000065621	2	blue
ENSG00000065665	15	midnightblue
ENSG00000065675	1	turquoise
ENSG00000065717	1	turquoise
ENSG00000065802	1	turquoise
ENSG00000065809	4	yellow
ENSG00000065833	1	turquoise
ENSG00000065882	2	blue
ENSG00000065883	1	turquoise
ENSG00000065911	15	midnightblue
ENSG00000065923	9	magenta
ENSG00000065970	1	turquoise
ENSG00000065978	21	darkred
ENSG00000065989	1	turquoise
ENSG00000066027	4	yellow
ENSG00000066044	1	turquoise
ENSG00000066056	1	turquoise
ENSG00000066084	7	black
ENSG00000066117	1	turquoise
ENSG00000066135	4	yellow
ENSG00000066136	4	yellow
ENSG00000066185	18	lightgreen
ENSG00000066230	14	cyan
ENSG00000066248	2	blue
ENSG00000066279	1	turquoise
ENSG00000066294	6	red
ENSG00000066322	2	blue
ENSG00000066336	9	magenta
ENSG00000066379	3	brown
ENSG00000066422	1	turquoise
ENSG00000066427	5	green
ENSG00000066455	2	blue
ENSG00000066468	4	yellow
ENSG00000066557	2	blue
ENSG00000066583	2	blue
ENSG00000066629	9	magenta
ENSG00000066651	8	pink
ENSG00000066654	13	salmon
ENSG00000066697	8	pink
ENSG00000066735	29	saddlebrown
ENSG00000066739	9	magenta
ENSG00000066777	7	black
ENSG00000066827	4	yellow
ENSG00000066855	1	turquoise
ENSG00000066923	24	darkgrey
ENSG00000066926	2	blue
ENSG00000066933	7	black
ENSG00000067048	1	turquoise
ENSG00000067057	4	yellow
ENSG00000067064	2	blue
ENSG00000067066	25	orange
ENSG00000067082	19	lightyellow
ENSG00000067113	2	blue
ENSG00000067141	4	yellow
ENSG00000067167	3	brown
ENSG00000067177	1	turquoise
ENSG00000067182	4	yellow
ENSG00000067191	4	yellow
ENSG00000067208	1	turquoise
ENSG00000067221	5	green
ENSG00000067225	16	lightcyan
ENSG00000067248	19	lightyellow
ENSG00000067334	3	brown
ENSG00000067365	1	turquoise
ENSG00000067369	1	turquoise
ENSG00000067445	1	turquoise
ENSG00000067533	1	turquoise
ENSG00000067560	2	blue
ENSG00000067596	7	black
ENSG00000067606	4	yellow
ENSG00000067646	26	darkorange
ENSG00000067704	2	blue
ENSG00000067715	10	purple
ENSG00000067798	1	turquoise
ENSG00000067829	2	blue
ENSG00000067836	2	blue
ENSG00000067840	9	magenta
ENSG00000067900	7	black
ENSG00000067955	1	turquoise
ENSG00000067992	1	turquoise
ENSG00000068001	1	turquoise
ENSG00000068024	1	turquoise
ENSG00000068028	1	turquoise
ENSG00000068078	4	yellow
ENSG00000068079	4	yellow
ENSG00000068097	1	turquoise
ENSG00000068120	7	black
ENSG00000068137	1	turquoise
ENSG00000068305	6	red
ENSG00000068308	7	black
ENSG00000068323	7	black
